q1_len,q2_len,q1_words,q2_words,common_words,total_words,words_share,token_set,token_sort,partial_token_set,partial_token_sort
23,13,3,3,1,6,0.17,56,33,100,38
39,28,6,5,1,11,0.09,57,57,100,71
35,86,5,12,2,16,0.12,57,51,100,74
23,27,4,4,3,8,0.38,88,80,100,87
48,32,6,4,3,9,0.33,86,60,100,62
50,54,8,8,2,16,0.12,46,52,100,59
36,36,6,6,4,12,0.33,81,78,100,78
57,50,7,7,4,14,0.29,75,67,100,75
41,39,6,5,2,11,0.18,61,57,100,59
16,16,2,2,2,4,0.5,100,100,100,100
37,59,5,9,2,14,0.14,55,48,100,62
32,28,5,5,4,10,0.4,92,87,100,79
33,48,5,6,4,11,0.36,86,69,100,70
18,20,2,2,1,4,0.25,95,95,100,89
30,28,4,4,3,8,0.38,83,83,100,79
34,37,5,5,4,10,0.4,89,76,100,71
52,21,8,4,4,11,0.36,100,58,100,62
38,38,5,5,4,10,0.4,88,79,100,79
38,25,7,5,2,12,0.17,67,67,100,71
19,19,3,3,1,6,0.17,63,42,100,44
20,32,3,5,3,8,0.38,100,77,100,80
38,38,5,5,5,10,0.5,100,100,100,100
65,149,9,25,3,32,0.09,38,31,100,37
29,68,5,11,0,16,0.0,27,27,44,44
16,3,3,1,1,4,0.25,100,32,100,100
40,53,5,6,4,11,0.36,92,80,100,90
24,27,4,4,0,8,0.0,39,39,42,42
54,49,9,8,7,15,0.47,100,95,100,90
90,84,12,14,1,24,0.04,39,44,100,40
54,38,5,4,2,7,0.29,83,80,100,79
37,25,5,4,3,9,0.33,86,71,100,64
36,37,6,6,2,12,0.17,50,49,100,51
84,49,14,7,4,19,0.21,54,44,100,54
49,98,8,16,2,24,0.08,42,41,100,53
11,35,2,6,1,8,0.12,53,35,100,55
29,28,5,5,3,10,0.3,70,49,100,52
55,42,7,6,4,13,0.31,80,62,100,71
27,58,4,8,0,11,0.0,23,26,26,33
33,93,5,13,0,17,0.0,33,30,33,33
22,19,3,2,1,5,0.2,73,68,100,63
65,125,9,18,1,27,0.04,29,29,100,43
42,30,6,4,2,10,0.2,72,69,100,83
0,25,1,4,0,5,0.0,0,0,0,0
35,25,5,4,2,9,0.22,68,50,100,62
22,14,3,3,2,6,0.33,88,61,100,71
23,16,4,3,1,7,0.14,48,46,100,56
30,19,4,2,2,6,0.33,100,78,100,100
76,93,11,11,2,20,0.1,47,37,100,42
65,58,9,8,4,16,0.25,70,62,100,66
54,51,7,7,6,14,0.43,93,88,100,86
22,32,3,4,3,7,0.43,100,81,100,100
26,32,5,4,2,7,0.29,91,52,100,58
43,111,5,17,1,19,0.05,28,25,100,44
33,27,5,4,4,9,0.44,100,90,100,89
19,23,3,3,2,6,0.33,62,62,100,63
55,54,7,7,6,14,0.43,89,86,100,85
30,35,4,4,2,8,0.25,83,83,100,73
16,13,3,3,2,6,0.33,83,62,100,69
37,21,5,3,3,8,0.38,100,72,100,100
51,52,7,7,6,14,0.43,95,89,100,90
27,38,3,5,2,8,0.25,88,83,100,81
18,25,3,4,3,7,0.43,100,84,100,67
29,14,5,3,3,8,0.38,100,65,100,79
87,62,12,8,2,19,0.11,55,51,100,52
7,12,1,2,1,3,0.33,100,74,100,100
33,21,4,3,2,7,0.29,89,70,100,57
40,33,6,6,2,12,0.17,60,63,100,70
40,52,6,6,1,12,0.08,52,43,100,52
29,29,4,4,3,8,0.38,77,76,100,76
23,23,5,3,0,8,0.0,26,26,30,30
75,75,12,10,0,22,0.0,33,33,33,33
33,52,5,7,3,12,0.25,71,56,100,48
29,26,5,4,2,9,0.22,80,80,100,81
28,28,5,5,5,10,0.5,100,100,100,100
89,23,12,4,1,15,0.07,30,27,100,43
55,58,7,9,3,15,0.2,56,51,100,54
17,33,2,5,1,7,0.14,58,40,100,59
18,22,3,4,3,7,0.43,100,90,100,100
36,26,5,4,2,9,0.22,84,84,100,73
17,18,3,3,1,6,0.17,57,57,100,59
28,17,4,3,3,7,0.43,100,76,100,100
20,23,3,3,0,6,0.0,56,56,55,55
43,53,7,8,3,15,0.2,61,52,100,51
76,62,12,9,5,20,0.25,76,71,100,69
41,36,6,5,2,10,0.2,71,57,100,61
18,15,2,2,1,4,0.25,91,91,100,100
37,35,6,6,4,12,0.33,77,61,100,57
82,24,11,4,3,14,0.21,86,40,100,50
26,31,4,5,4,9,0.44,100,91,100,85
37,32,6,5,3,11,0.27,77,58,100,62
13,13,2,2,2,4,0.5,100,100,100,100
29,30,5,5,4,10,0.4,79,78,100,76
40,50,5,6,4,11,0.36,90,82,100,72
27,36,5,6,2,11,0.18,63,54,100,67
16,16,3,3,3,6,0.5,100,100,100,100
41,27,6,4,3,10,0.3,80,53,100,58
22,31,3,5,3,8,0.38,100,83,100,100
20,33,3,5,2,8,0.25,79,64,100,80
40,45,6,7,5,13,0.38,95,85,100,78
37,17,5,2,1,7,0.14,58,41,100,65
13,19,2,3,2,5,0.4,100,81,100,100
26,23,4,4,3,8,0.38,90,73,100,78
91,21,15,3,0,18,0.0,25,25,43,43
11,24,2,3,2,5,0.4,100,63,100,100
19,65,3,8,2,10,0.2,69,45,100,79
57,37,8,5,2,13,0.15,60,49,100,65
3,10,1,1,0,2,0.0,15,15,33,33
22,37,3,5,3,8,0.38,100,75,100,100
83,86,11,11,10,22,0.45,98,93,100,92
7,13,2,3,2,5,0.4,100,70,100,100
27,31,4,4,0,8,0.0,28,28,31,31
17,63,3,9,2,12,0.17,83,40,100,71
25,58,4,9,2,13,0.15,65,36,100,52
56,47,8,8,5,14,0.36,92,82,100,83
46,48,6,6,1,11,0.09,60,47,100,48
26,37,4,6,4,10,0.4,100,83,100,100
21,9,4,2,2,6,0.33,100,60,100,67
56,36,8,6,3,14,0.21,71,54,100,67
44,43,7,6,5,13,0.38,84,71,100,78
14,26,3,5,3,8,0.38,100,70,100,100
31,30,3,3,1,6,0.17,56,56,100,53
27,25,3,3,1,6,0.17,73,65,100,79
22,25,3,4,1,7,0.14,43,43,100,41
3,3,1,1,1,2,0.5,100,100,100,100
22,35,3,6,2,9,0.22,67,56,100,55
23,42,2,6,0,8,0.0,31,31,35,35
64,36,8,4,4,12,0.33,100,72,100,75
74,138,11,17,3,28,0.11,43,42,100,50
33,24,5,4,4,9,0.44,100,84,100,92
14,16,2,2,1,4,0.25,87,87,100,79
19,10,2,1,0,3,0.0,48,48,78,78
52,27,7,4,1,10,0.1,54,41,100,56
54,25,7,4,3,11,0.27,91,58,100,80
48,46,7,7,6,14,0.43,98,98,100,96
27,12,4,2,1,6,0.17,59,56,100,83
51,29,11,4,0,13,0.0,19,18,24,24
36,43,4,4,3,8,0.38,89,84,100,75
13,22,2,4,1,6,0.17,70,69,100,92
31,42,5,6,3,11,0.27,73,58,100,55
25,27,4,5,3,9,0.33,75,69,100,65
17,17,4,4,4,8,0.5,100,100,100,100
25,27,4,4,3,8,0.38,91,81,100,91
45,45,6,6,6,12,0.5,100,100,100,100
32,31,3,3,2,6,0.33,98,98,100,97
18,20,3,3,1,6,0.17,53,42,100,44
28,35,4,5,3,9,0.33,83,76,100,68
35,33,5,5,3,10,0.3,79,68,100,70
35,45,5,6,3,11,0.27,75,65,100,66
49,35,6,5,4,11,0.36,92,76,100,86
46,36,7,5,1,12,0.08,41,39,100,44
36,30,6,5,3,10,0.3,74,61,100,67
38,35,6,5,4,11,0.36,87,74,100,83
56,49,10,7,4,17,0.24,62,51,100,57
49,37,6,5,3,11,0.27,79,77,100,76
22,29,4,5,3,9,0.33,84,63,100,64
12,5,2,1,1,3,0.33,100,59,100,100
45,50,5,6,3,10,0.3,83,57,100,68
16,25,2,4,0,6,0.0,24,24,28,28
99,73,14,10,8,23,0.35,87,69,100,64
13,18,2,3,2,5,0.4,100,84,100,77
26,22,4,4,3,8,0.38,87,79,100,68
13,25,2,4,1,6,0.17,47,32,100,54
21,39,4,5,3,9,0.33,89,57,100,62
36,45,6,7,3,12,0.25,81,72,100,78
15,17,3,3,1,6,0.17,56,56,100,62
17,13,3,2,2,5,0.4,100,87,100,100
17,13,3,2,2,5,0.4,100,87,100,100
48,39,5,4,0,9,0.0,34,34,44,44
24,28,4,5,3,9,0.33,88,81,100,89
19,31,4,6,2,10,0.2,76,76,100,95
32,32,5,5,5,10,0.5,100,100,100,100
17,18,3,4,2,7,0.29,64,46,100,47
20,20,3,3,3,6,0.5,100,100,100,100
42,63,7,8,0,15,0.0,32,32,45,45
65,18,9,3,1,12,0.08,71,43,100,72
21,23,3,3,2,6,0.33,86,73,100,76
25,25,4,4,2,8,0.25,80,72,100,72
20,57,3,7,1,10,0.1,57,52,100,55
22,21,3,3,2,6,0.33,93,93,100,90
41,27,6,4,3,10,0.3,90,74,100,74
46,37,6,5,3,11,0.27,68,46,100,53
18,10,3,2,2,5,0.4,100,71,100,70
23,24,4,5,3,9,0.33,98,81,100,78
28,31,4,4,0,8,0.0,17,17,19,19
45,38,7,6,2,12,0.17,51,39,100,45
61,45,8,6,6,14,0.43,100,85,100,80
42,53,6,7,3,13,0.23,67,65,100,60
28,45,4,6,2,10,0.2,53,38,100,51
37,38,5,6,0,11,0.0,13,13,17,17
64,32,11,5,2,16,0.12,58,35,100,56
35,48,6,7,1,13,0.08,39,34,100,40
25,34,4,6,3,10,0.3,86,81,100,86
30,25,5,4,3,9,0.33,89,73,100,80
13,13,2,2,2,4,0.5,100,100,100,100
49,68,6,9,5,15,0.33,90,74,100,73
30,38,5,6,4,11,0.36,87,68,100,68
18,22,2,3,1,5,0.2,56,55,100,56
30,24,4,3,3,7,0.43,100,89,100,88
53,97,8,14,4,22,0.18,66,47,100,64
31,42,4,5,3,9,0.33,91,71,100,84
28,85,3,11,0,11,0.0,24,19,43,39
38,22,7,4,1,11,0.09,57,57,100,73
49,40,6,5,5,11,0.45,100,90,100,78
21,21,3,3,3,6,0.5,100,100,100,100
24,19,4,3,3,7,0.43,100,88,100,100
33,24,5,4,2,9,0.22,63,63,100,80
39,40,5,5,4,10,0.4,99,99,100,100
22,27,3,3,0,6,0.0,57,57,70,70
44,23,5,3,1,7,0.14,61,48,100,57
26,68,4,11,4,15,0.27,100,55,100,81
24,15,3,2,2,5,0.4,100,77,100,73
11,32,2,5,2,7,0.29,100,51,100,82
45,48,6,6,3,12,0.25,71,62,100,74
34,31,4,4,2,8,0.25,86,86,100,81
9,18,2,3,2,5,0.4,100,67,100,100
37,34,7,6,5,13,0.38,87,73,100,83
17,13,3,2,2,5,0.4,100,87,100,100
18,21,2,3,2,5,0.4,100,92,100,100
54,62,7,8,6,15,0.4,95,84,100,89
92,74,13,10,3,23,0.13,54,53,100,51
28,22,4,4,2,8,0.25,74,64,100,64
18,34,3,6,0,8,0.0,18,15,21,22
23,29,3,4,3,7,0.43,100,88,100,100
17,33,3,5,2,8,0.25,83,60,100,82
16,9,3,2,1,4,0.25,100,48,100,67
56,26,7,4,2,11,0.18,67,49,100,50
48,15,6,2,2,7,0.29,100,48,100,100
10,10,1,1,1,2,0.5,100,100,100,100
44,80,7,15,6,19,0.32,86,56,100,66
24,21,3,3,1,6,0.17,80,80,100,86
67,92,10,12,2,21,0.1,52,47,100,54
25,107,6,14,0,19,0.0,19,18,36,36
10,14,2,3,2,5,0.4,100,83,100,100
34,34,5,4,3,9,0.33,74,65,100,65
23,15,3,2,1,5,0.2,75,63,100,80
46,43,6,6,4,12,0.33,75,74,100,70
27,34,4,4,2,8,0.25,68,56,100,59
19,22,4,4,2,8,0.25,69,63,100,65
55,24,8,3,2,11,0.18,77,41,100,67
22,34,4,5,2,9,0.22,74,64,100,68
28,28,4,4,4,8,0.5,100,100,100,100
46,48,6,7,3,13,0.23,64,62,100,63
12,14,2,2,1,4,0.25,74,69,100,75
20,19,3,2,1,5,0.2,62,62,100,63
18,35,3,6,3,9,0.33,100,68,100,100
51,35,7,5,4,12,0.33,91,70,100,86
37,31,5,4,3,9,0.33,93,82,100,92
17,18,3,3,2,6,0.33,97,97,100,100
12,25,2,4,2,6,0.33,100,65,100,58
78,56,11,9,6,18,0.33,78,64,100,62
28,35,4,5,3,8,0.38,86,73,100,82
50,38,6,5,2,11,0.18,66,66,100,68
26,138,4,20,2,24,0.08,51,23,100,50
89,20,15,3,1,14,0.07,33,28,100,55
34,26,5,4,3,9,0.33,84,63,100,67
57,50,8,6,2,12,0.17,62,50,100,54
41,40,5,6,0,11,0.0,17,17,18,18
43,78,6,11,2,13,0.15,60,46,100,56
28,33,4,5,2,9,0.22,75,75,100,75
12,17,2,3,1,5,0.2,62,34,100,42
37,41,5,6,4,11,0.36,81,77,100,70
49,58,8,9,2,17,0.12,49,47,100,47
47,51,8,8,2,16,0.12,39,35,100,36
29,25,5,4,3,9,0.33,78,59,100,52
16,23,3,4,3,7,0.43,100,82,100,100
33,76,6,12,2,17,0.12,50,46,100,48
24,18,3,2,2,5,0.4,100,86,100,100
26,37,4,5,3,9,0.33,89,76,100,65
44,63,7,11,4,17,0.24,62,56,100,50
33,26,4,4,1,8,0.12,61,61,100,62
23,21,3,3,1,6,0.17,82,73,100,84
31,54,5,8,3,12,0.25,83,59,100,77
28,44,4,7,0,11,0.0,36,36,39,39
11,30,2,5,2,5,0.4,100,54,100,73
19,28,3,5,3,8,0.38,100,81,100,74
35,52,5,7,0,12,0.0,18,18,29,29
15,17,3,3,2,6,0.33,85,75,100,67
72,51,9,7,3,14,0.21,65,47,100,45
68,40,7,6,1,13,0.08,40,46,100,50
34,23,5,3,2,8,0.25,74,70,100,87
19,14,3,2,2,5,0.4,100,85,100,100
16,27,2,4,2,6,0.33,100,74,100,100
55,51,7,8,1,14,0.07,36,49,100,51
40,37,6,6,3,12,0.25,77,65,100,74
28,23,5,4,4,9,0.44,100,90,100,78
68,26,8,4,1,12,0.08,43,43,100,58
33,34,4,4,3,8,0.38,96,96,100,94
28,31,4,4,2,8,0.25,63,58,100,68
54,63,10,11,6,17,0.35,90,91,100,81
43,60,6,10,0,16,0.0,25,25,28,28
10,16,1,2,1,3,0.33,100,77,100,100
28,16,5,3,2,8,0.25,67,59,100,75
48,49,7,8,3,12,0.25,66,58,100,59
4,28,1,4,0,5,0.0,19,19,50,50
21,21,3,3,3,6,0.5,100,100,100,100
18,34,2,4,1,6,0.17,69,69,100,100
34,13,5,2,2,7,0.29,100,55,100,85
27,20,3,2,1,5,0.2,72,64,100,75
56,20,8,3,2,11,0.18,75,53,100,65
19,15,3,2,1,5,0.2,80,76,100,87
61,61,9,9,8,16,0.5,100,100,100,100
20,20,3,3,0,6,0.0,15,15,15,15
61,29,8,4,4,11,0.36,100,64,100,90
47,73,6,12,0,18,0.0,27,27,32,32
51,23,7,4,3,11,0.27,88,54,100,87
62,52,7,7,2,12,0.17,67,46,100,51
27,12,5,3,2,7,0.29,80,41,100,67
24,35,3,6,2,9,0.22,55,41,100,50
30,20,4,3,2,7,0.29,82,80,100,85
22,13,3,2,1,5,0.2,82,63,100,77
31,29,4,4,3,8,0.38,88,83,100,86
24,16,4,3,3,7,0.43,100,80,100,75
32,21,5,4,3,9,0.33,80,60,100,62
22,29,3,4,1,7,0.14,51,51,100,62
59,61,8,8,7,16,0.44,94,87,100,94
25,26,4,3,2,7,0.29,72,63,100,60
25,15,5,3,3,8,0.38,100,75,100,67
39,42,6,6,4,12,0.33,86,86,100,82
25,29,5,5,2,10,0.2,56,56,100,56
71,64,12,12,5,24,0.21,64,56,100,52
39,18,6,3,2,9,0.22,80,63,100,72
77,63,13,8,0,18,0.0,17,17,25,25
35,19,6,4,2,10,0.2,69,59,100,68
77,42,12,6,3,18,0.17,67,49,100,48
23,39,3,5,3,7,0.43,100,74,100,100
41,26,5,4,0,9,0.0,24,24,31,31
11,30,2,5,0,7,0.0,24,24,36,36
22,47,4,8,2,12,0.17,67,32,100,50
53,38,7,6,2,12,0.17,60,55,100,61
41,29,6,4,4,10,0.4,100,83,100,86
49,33,7,6,1,13,0.08,46,46,100,48
58,54,9,8,7,15,0.47,100,96,100,93
35,17,5,3,2,8,0.25,79,42,100,59
32,32,4,4,4,8,0.5,100,100,100,100
28,46,4,6,3,10,0.3,81,57,100,57
51,41,6,6,2,12,0.17,70,70,100,73
28,33,5,6,2,10,0.2,52,36,100,44
21,33,3,4,1,7,0.14,67,67,100,76
21,32,4,6,1,10,0.1,38,38,100,48
35,71,4,10,1,10,0.1,46,34,100,54
31,25,5,4,2,9,0.22,61,50,100,60
30,53,5,9,2,12,0.17,70,60,100,83
36,22,5,3,3,8,0.38,100,76,100,86
63,62,9,8,7,17,0.41,91,86,100,91
14,18,2,3,1,5,0.2,81,81,100,96
29,18,5,4,1,9,0.11,47,43,100,56
21,20,4,4,3,8,0.38,98,98,100,95
24,25,4,5,2,9,0.22,57,57,100,67
31,23,5,4,4,9,0.44,100,85,100,87
18,20,3,3,2,6,0.33,84,74,100,78
49,67,7,8,3,15,0.2,66,48,100,49
75,33,11,5,0,16,0.0,26,26,33,33
49,98,5,12,2,17,0.12,52,35,100,61
27,28,3,3,2,6,0.33,87,87,100,85
47,54,5,6,4,11,0.36,94,83,100,74
17,24,3,4,3,7,0.43,100,83,100,100
29,22,3,3,0,6,0.0,39,39,55,55
47,43,8,6,3,12,0.25,75,69,100,73
33,45,4,5,3,9,0.33,90,69,100,90
58,34,11,5,0,15,0.0,29,28,26,21
27,25,5,4,3,9,0.33,78,73,100,84
23,24,4,4,3,8,0.38,85,81,100,83
29,27,4,4,2,8,0.25,71,71,100,82
13,15,3,3,2,6,0.33,70,50,100,54
13,13,2,2,2,4,0.5,100,100,100,100
33,36,6,6,3,12,0.25,84,84,100,85
51,51,9,9,3,18,0.17,51,53,100,53
12,14,2,2,1,4,0.25,59,38,100,59
29,161,5,24,5,26,0.19,100,31,100,66
18,21,3,3,1,6,0.17,51,51,100,53
36,49,5,7,5,12,0.42,100,85,100,100
24,24,5,5,5,10,0.5,100,100,100,100
42,67,6,9,5,15,0.33,91,72,100,81
38,29,5,5,2,10,0.2,62,54,100,52
16,38,3,6,3,9,0.33,100,59,100,100
34,25,5,4,3,9,0.33,89,75,100,84
48,65,7,8,3,15,0.2,57,57,100,60
51,45,6,7,3,13,0.23,77,77,100,87
20,42,3,6,2,9,0.22,75,48,100,70
35,10,5,2,1,7,0.14,67,31,100,70
21,13,3,2,2,5,0.4,100,76,100,100
40,91,8,15,4,19,0.21,76,50,100,62
90,68,10,10,4,18,0.22,65,57,100,62
9,15,1,2,1,3,0.33,100,75,100,100
38,23,6,4,2,8,0.25,79,66,100,65
85,96,12,17,2,23,0.09,45,38,100,39
46,95,6,12,0,16,0.0,18,16,33,35
49,29,7,6,1,13,0.08,51,51,100,69
38,64,6,9,4,15,0.27,87,73,100,74
33,31,4,4,3,8,0.38,91,88,100,90
44,26,7,4,3,11,0.27,82,51,100,65
55,43,6,6,1,12,0.08,57,57,100,56
33,32,4,4,1,8,0.12,68,62,100,62
81,34,14,5,3,17,0.18,64,49,100,56
23,29,4,5,3,9,0.33,82,81,100,87
113,67,14,9,4,23,0.17,57,42,100,52
37,29,6,5,5,11,0.45,100,88,100,100
28,29,4,4,3,8,0.38,98,98,100,96
36,41,6,6,1,12,0.08,55,55,100,53
23,23,4,4,4,8,0.5,100,100,100,100
45,30,7,4,1,9,0.11,47,40,100,50
42,53,6,6,4,12,0.33,83,63,100,67
62,75,10,12,6,20,0.3,76,58,100,53
16,13,3,3,2,6,0.33,76,55,100,62
9,18,1,2,1,3,0.33,100,67,100,100
102,40,13,6,0,17,0.0,21,24,41,32
22,26,3,4,2,7,0.29,87,71,100,87
24,26,3,3,2,6,0.33,83,68,100,63
21,17,4,3,1,7,0.14,47,32,100,44
29,21,4,4,0,8,0.0,28,28,41,41
40,30,6,5,4,10,0.4,85,69,100,63
25,16,3,3,1,6,0.17,59,59,100,75
18,30,2,4,2,6,0.33,100,75,100,100
76,74,14,14,8,25,0.32,77,71,100,73
62,36,8,4,4,12,0.33,100,73,100,61
70,36,8,5,0,12,0.0,22,21,33,33
30,33,4,5,3,9,0.33,85,79,100,73
36,60,5,10,1,13,0.08,61,52,100,56
17,22,2,3,2,5,0.4,100,87,100,71
43,44,8,9,2,6,0.33,78,80,100,81
57,76,9,11,6,20,0.3,80,71,100,74
10,9,2,2,1,4,0.25,95,95,100,89
30,34,4,5,4,9,0.44,100,94,100,87
76,29,13,5,3,18,0.17,68,53,100,72
54,30,7,5,2,12,0.17,60,55,100,53
96,23,15,4,0,19,0.0,13,13,35,35
30,37,5,6,3,11,0.27,70,60,100,67
35,46,5,6,4,11,0.36,91,77,100,80
68,27,13,5,4,12,0.33,83,44,100,59
58,60,6,6,5,12,0.42,91,81,100,79
38,40,5,5,2,10,0.2,56,56,100,58
21,73,3,10,3,13,0.23,100,45,100,76
30,30,3,3,1,6,0.17,87,87,100,87
38,27,5,3,2,8,0.25,83,80,100,59
30,23,4,4,0,8,0.0,26,26,33,33
68,21,10,4,3,14,0.21,86,40,100,81
18,11,3,2,2,5,0.4,100,76,100,100
32,36,5,6,3,11,0.27,68,68,100,78
58,15,9,2,0,11,0.0,30,30,40,40
56,52,8,7,7,15,0.47,100,96,100,100
40,32,6,5,3,11,0.27,69,61,100,66
12,6,2,1,1,3,0.33,100,67,100,100
20,10,3,1,1,4,0.25,100,67,100,100
40,41,6,7,3,13,0.23,67,67,100,68
38,57,5,7,5,12,0.42,100,80,100,76
29,27,6,4,1,10,0.1,57,61,100,67
21,30,3,4,2,7,0.29,83,82,100,71
49,29,5,4,2,9,0.22,71,56,100,52
41,41,7,5,3,12,0.25,68,63,100,63
100,62,14,8,2,22,0.09,42,40,100,35
46,40,5,4,3,9,0.33,93,91,100,82
12,12,2,2,2,4,0.5,100,100,100,100
24,85,5,10,0,14,0.0,31,28,46,46
27,24,4,4,2,8,0.25,71,71,100,62
33,39,5,7,3,12,0.25,57,53,100,58
34,21,5,4,3,9,0.33,83,76,100,100
47,18,6,3,3,9,0.33,100,55,100,72
42,28,6,4,3,10,0.3,86,77,100,82
22,16,3,3,0,6,0.0,63,63,56,56
84,95,10,15,3,25,0.12,44,45,100,49
31,46,6,7,2,13,0.15,52,52,100,48
76,34,8,3,2,11,0.18,69,49,100,60
30,38,6,7,4,13,0.31,79,62,100,57
18,20,4,4,2,8,0.25,79,79,100,72
75,39,11,6,0,17,0.0,25,25,33,33
32,31,4,5,1,9,0.11,38,35,100,44
15,14,2,2,1,4,0.25,97,97,100,93
51,20,7,3,2,10,0.2,79,45,100,65
52,28,9,4,2,12,0.17,70,48,100,46
14,15,3,3,1,5,0.2,71,55,100,57
107,54,13,6,4,19,0.21,79,52,100,56
60,18,11,4,4,14,0.29,100,46,100,56
36,30,6,5,3,11,0.27,73,70,100,63
29,25,5,4,2,9,0.22,74,74,100,76
40,39,5,5,3,10,0.3,80,78,100,77
21,34,4,5,4,9,0.44,100,76,100,100
36,28,5,4,2,9,0.22,72,72,100,90
16,32,4,9,3,7,0.43,100,67,100,100
16,17,3,3,2,6,0.33,81,73,100,75
24,24,4,4,2,8,0.25,83,79,100,86
27,18,5,3,1,8,0.12,44,44,100,56
61,31,8,4,1,12,0.08,35,33,100,48
76,70,12,15,1,16,0.06,35,34,100,42
37,52,5,6,2,11,0.18,72,63,100,73
32,29,3,3,2,6,0.33,89,89,100,93
27,26,4,4,2,8,0.25,67,60,100,65
30,25,4,4,2,8,0.25,78,76,100,84
59,34,8,6,2,14,0.14,52,52,100,69
25,23,3,3,1,6,0.17,65,58,100,70
44,25,6,4,1,10,0.1,53,41,100,48
29,17,4,3,1,7,0.14,48,30,100,41
35,44,5,6,4,11,0.36,89,89,100,91
36,52,6,9,3,15,0.2,70,70,100,67
32,40,4,5,3,9,0.33,86,67,100,77
23,17,4,3,1,7,0.14,58,45,100,53
53,109,8,16,1,24,0.04,33,30,100,37
98,84,12,12,3,23,0.13,54,52,100,57
12,22,2,3,1,5,0.2,59,59,100,83
50,32,8,4,1,12,0.08,51,51,100,59
38,42,4,5,0,8,0.0,27,25,34,26
57,41,6,7,0,12,0.0,23,22,24,22
90,27,14,4,2,18,0.11,62,38,100,63
21,26,3,4,2,7,0.29,85,85,100,95
38,40,4,4,3,8,0.38,88,77,100,88
37,24,5,3,0,8,0.0,26,26,31,31
85,77,10,9,8,19,0.42,95,85,100,79
32,32,5,5,5,10,0.5,100,100,100,100
26,29,4,4,3,8,0.38,87,80,100,85
20,24,3,3,1,6,0.17,50,50,100,45
39,47,6,5,0,10,0.0,41,37,45,41
92,70,14,10,3,24,0.12,39,42,100,50
37,28,4,3,3,7,0.43,100,86,100,100
27,33,5,6,4,11,0.36,88,77,100,74
10,10,2,2,2,4,0.5,100,100,100,100
43,59,6,8,4,14,0.29,78,73,100,74
20,20,3,3,3,6,0.5,100,100,100,100
13,18,2,3,1,5,0.2,70,65,100,69
35,32,5,5,3,10,0.3,79,78,100,79
63,54,9,8,6,15,0.4,98,89,100,94
23,29,3,4,2,7,0.29,88,81,100,83
52,109,7,17,1,22,0.05,49,46,100,42
71,21,9,3,3,12,0.25,100,46,100,57
26,29,3,3,2,6,0.33,87,84,100,88
13,13,2,2,2,4,0.5,100,100,100,100
44,37,6,5,5,11,0.45,100,91,100,81
22,19,4,3,1,7,0.14,78,59,100,55
33,26,3,3,1,6,0.17,88,88,100,77
27,17,3,2,2,5,0.4,100,77,100,71
17,13,3,3,2,6,0.33,82,60,100,69
35,19,6,4,1,10,0.1,59,59,100,63
6,20,1,3,1,4,0.25,100,46,100,100
21,39,4,6,1,10,0.1,37,37,100,43
40,27,5,5,0,10,0.0,39,39,41,41
18,35,3,5,3,8,0.38,100,68,100,72
24,85,4,13,4,16,0.25,100,44,100,71
47,32,4,3,1,7,0.14,61,61,100,56
44,38,7,6,2,13,0.15,56,49,100,45
54,19,9,3,0,12,0.0,16,16,32,32
104,111,14,14,7,24,0.29,73,66,100,67
38,33,6,5,4,11,0.36,90,76,100,76
23,30,3,5,2,8,0.25,72,68,100,65
54,18,8,3,3,11,0.27,100,50,100,61
39,28,7,5,2,12,0.17,66,60,100,68
31,38,4,4,2,8,0.25,78,67,100,74
24,32,3,6,0,9,0.0,32,32,38,38
56,56,5,5,3,8,0.38,87,80,100,80
42,75,7,12,0,19,0.0,36,36,45,45
39,31,6,4,2,10,0.2,57,34,100,49
43,38,9,7,4,16,0.25,67,54,100,58
21,23,3,3,1,6,0.17,68,68,100,73
14,14,2,2,0,4,0.0,21,21,27,27
33,37,6,6,0,12,0.0,26,26,27,27
31,19,5,3,0,8,0.0,24,24,32,32
47,107,6,14,2,18,0.11,35,27,100,36
41,36,4,4,2,8,0.25,83,73,100,78
12,15,2,2,1,4,0.25,74,67,100,75
40,42,6,6,5,12,0.42,93,85,100,82
24,24,5,5,4,10,0.4,92,92,100,92
31,34,5,5,4,10,0.4,87,74,100,87
20,15,3,2,2,5,0.4,100,86,100,100
38,38,4,5,1,9,0.11,50,50,100,55
29,24,4,3,2,7,0.29,77,72,100,78
23,29,4,5,3,9,0.33,85,73,100,83
31,38,3,4,2,7,0.29,81,72,100,74
19,19,3,3,3,6,0.5,100,100,100,100
25,19,3,2,2,5,0.4,100,86,100,100
47,68,8,9,3,17,0.18,58,57,100,53
59,24,8,4,1,12,0.08,50,31,100,58
46,78,7,13,3,20,0.15,58,50,100,54
22,22,4,4,4,8,0.5,100,100,100,100
25,25,5,5,5,10,0.5,100,100,100,100
44,25,6,4,3,10,0.3,78,72,100,80
48,32,6,4,2,10,0.2,72,55,100,62
21,30,4,5,2,9,0.22,69,63,100,67
36,43,6,6,3,12,0.25,71,66,100,72
29,28,5,4,0,9,0.0,53,53,59,59
47,42,6,5,5,11,0.45,100,94,100,90
14,15,3,3,2,6,0.33,97,97,100,100
21,19,4,4,2,8,0.25,69,50,100,53
28,57,5,9,1,14,0.07,42,42,100,50
14,19,2,2,1,4,0.25,53,48,100,64
